#	Zeit	Service	Flags	Prio	Quelladr	Quelle	Zieladr	Ziel	Rout	DPT	Typ	Daten	
68	21:02:13.301	vom Bus	 	S	1.1.31		15.15.255	Nicht gefunden	6	-	MemoryResponse (S=10)	Anz. Bytes: 12 Adresse: 01 25 Daten:00 07 00 08 14 01 00 02 01 03 02 04	
69	21:02:13.320	zum Bus	 R	S	15.15.255	Nicht gefunden	1.1.31		6	-	ACK (S=10)		
70	21:02:13.360	zum Bus	 R	S	15.15.255	Nicht gefunden	1.1.31		6	-	MemoryWrite (S=0)	Anz. Bytes: 12 Adresse: 01 31 Daten:03 05 04 06 05 07 06 08 07 FE 08 FE	
71	21:02:13.376	vom Bus	 	S	1.1.31		15.15.255	Nicht gefunden	6	-	ACK (S=0)		
72	21:02:13.401	zum Bus	 R	S	15.15.255	Nicht gefunden	1.1.31		6	-	MemoryRead (S=1)	Anz. Bytes: 12 Adresse: 01 31	
73	21:02:13.417	vom Bus	 	S	1.1.31		15.15.255	Nicht gefunden	6	-	ACK (S=1)		
74	21:02:13.457	vom Bus	 	S	1.1.31		15.15.255	Nicht gefunden	6	-	MemoryResponse (S=11)	Anz. Bytes: 12 Adresse: 01 31 Daten:03 05 04 06 05 07 06 08 07 FE 08 FE	
75	21:02:13.478	zum Bus	 R	S	15.15.255	Nicht gefunden	1.1.31		6	-	ACK (S=11)		
76	21:02:13.518	zum Bus	 R	S	15.15.255	Nicht gefunden	1.1.31		6	-	MemoryWrite (S=2)	Anz. Bytes: 12 Adresse: 01 3D Daten:09 FE 0A FE 0B FE 0C FE 0D FE 0E FE	
77	21:02:13.534	vom Bus	 	S	1.1.31		15.15.255	Nicht gefunden	6	-	ACK (S=2)		
78	21:02:13.559	zum Bus	 R	S	15.15.255	Nicht gefunden	1.1.31		6	-	MemoryRead (S=3)	Anz. Bytes: 12 Adresse: 01 3D	
79	21:02:13.575	vom Bus	 	S	1.1.31		15.15.255	Nicht gefunden	6	-	ACK (S=3)		
80	21:02:13.615	vom Bus	 	S	1.1.31		15.15.255	Nicht gefunden	6	-	MemoryResponse (S=12)	Anz. Bytes: 12 Adresse: 01 3D Daten:09 FE 0A FE 0B FE 0C FE 0D FE 0E FE	
81	21:02:13.636	zum Bus	 R	S	15.15.255	Nicht gefunden	1.1.31		6	-	ACK (S=12)		
82	21:02:13.671	zum Bus	 R	S	15.15.255	Nicht gefunden	1.1.31		6	-	MemoryWrite (S=4)	Anz. Bytes: 9 Adresse: 01 49 Daten:0F FE 10 FE 11 FE 12 FE 13	
83	21:02:13.687	vom Bus	 	S	1.1.31		15.15.255	Nicht gefunden	6	-	ACK (S=4)		
84	21:02:13.713	zum Bus	 R	S	15.15.255	Nicht gefunden	1.1.31		6	-	MemoryRead (S=5)	Anz. Bytes: 9 Adresse: 01 49	
85	21:02:13.729	vom Bus	 	S	1.1.31		15.15.255	Nicht gefunden	6	-	ACK (S=5)		
86	21:02:13.765	vom Bus	 	S	1.1.31		15.15.255	Nicht gefunden	6	-	MemoryResponse (S=13)	Anz. Bytes: 9 Adresse: 01 49 Daten:0F FE 10 FE 11 FE 12 FE 13	
87	21:02:13.786	zum Bus	 R	S	15.15.255	Nicht gefunden	1.1.31		6	-	ACK (S=13)		
88	21:02:13.827	zum Bus	 R	S	15.15.255	Nicht gefunden	1.1.31		6	-	MemoryWrite (S=6)	Anz. Bytes: 12 Adresse: 01 9A Daten:14 D6 54 97 00 55 97 00 56 97 00 57	
89	21:02:13.845	vom Bus	 	S	1.1.31		15.15.255	Nicht gefunden	6	-	ACK (S=6)		
90	21:02:13.869	zum Bus	 R	S	15.15.255	Nicht gefunden	1.1.31		6	-	MemoryRead (S=7)	Anz. Bytes: 12 Adresse: 01 9A	
91	21:02:13.885	vom Bus	 	S	1.1.31		15.15.255	Nicht gefunden	6	-	ACK (S=7)		
92	21:02:13.925	vom Bus	 	S	1.1.31		15.15.255	Nicht gefunden	6	-	MemoryResponse (S=14)	Anz. Bytes: 12 Adresse: 01 9A Daten:14 D6 54 97 00 55 97 00 56 97 00 57	
93	21:02:13.946	zum Bus	 R	S	15.15.255	Nicht gefunden	1.1.31		6	-	ACK (S=14)		
94	21:02:13.986	zum Bus	 R	S	15.15.255	Nicht gefunden	1.1.31		6	-	MemoryWrite (S=8)	Anz. Bytes: 12 Adresse: 01 A6 Daten:97 00 58 97 00 59 97 00 5A 97 00 5B	
95	21:02:14.002	vom Bus	 	S	1.1.31		15.15.255	Nicht gefunden	6	-	ACK (S=8)		
